Sr No;Date dd/mm/yyyy;Startup Name;Industry Vertical;SubVertical;City  Location;Investors Name;InvestmentnType;Amount in USD;Remarks
195;2018/07/09;zippserv;Consumer Internet;Online Platform For Risk-Assessment Services For Real Estate Investments;Bengaluru;Info Edge (India) Ltd;Seed/ Angel Funding;4,40,000;nan
196;2018/07/09;Groww;Consumer Internet;Online Platform That Sells Direct Plans Of Mutual Funds;Bengaluru;Insignia Ventures Partners, Lightbridge Partners & Kairos;Seed/ Angel Funding;11,00,000;nan
197;2018/07/10;Avenue Growth;Consumer Internet;Online Platform That Connects Brands With Freelance Sales Professionals;Gurugram;Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others;Seed/ Angel Funding;4,37,000;nan
198;2018/07/10;iNICU;Healthcare;Med-tech Platform Providing Care For Newborns;Delhi;Venture Catalysts;Seed/ Angel Funding;N/A;nan
199;2018/07/10;Kinara Capital;Finance;Lending Platform For Micro and Small Enterprises;Bengaluru;ResponsAbility;Private Equity;50,00,000;nan
200;2018/07/10;Shop 101;Consumer Internet;Mobile Storefront And Commerce Platform For Sellers;Mumbai;Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma;Private Equity;50,00,000;nan
201;2018/07/11;Sambandh;Consumer Internet;Online Micro Lending Platform;Rourkela;Base of Pyramid Asia (BOPA) Pte Ltd;Private Equity;25,00,000;nan
202;2018/07/12;19th mile;IT;Artificial intelligence-based sales acceleration software platform;Gurugram;Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others;Seed/ Angel Funding;1,80,000;nan
203;2018/07/12;5th Vital;Healthcare;Home diagnostics services provider;Bengaluru;Brand Capital and Others;Seed/ Angel Funding;5,00,000;nan
204;2018/07/13;MEngage;Healthcare;A Doctor-Patient Engagement Platform;Jaipur;Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.;Seed/ Angel Funding;1,75,000;nan
205;2018/07/17;Ofbusiness;Finance;Online Lending Platform For SME;Gurugram;Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital;Private Equity;2,90,00,000;nan
206;2018/07/17;Cars24;Consumer Internet;Online Used Car Marketplace;Gurugram;Kingsway FCI Fund, KCK Global & Others;Private Equity;4,97,00,000;nan
207;2018/07/18;The Ken;Consumer Internet;Subscription-Only News Website;Bengaluru;Omidyar Network & Others;Seed/ Angel Funding;15,00,000;nan
208;2018/07/19;Book My Show;Consumer Internet;Online Ticketing Platform;Mumbai;TPG Growth, The Rise Fund & Others;Private Equity;10,00,00,000;nan
209;2018/07/20;HousingMan;Consumer Internet;Property Discovery Platform;Bengaluru;N/A;Seed/ Angel Funding;15,00,000;nan
210;2018/07/21;PaySense;Consumer Internet;Online Consumer Lending Platform;Mumbai;PayU & Others;Private Equity;1,80,00,000;nan
211;2018/07/23;Yulu Bikes;Technology;Bicycle-Sharing Platform;Bengaluru;N/A;Seed/ Angel Funding;N/A;nan
212;2018/07/23;VTION;Technology;Media Analytics;Gurugram;AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.;Seed/ Angel Funding;2,80,000;nan
213;2018/07/23;Log9 Materials;Technology;Nanotechnology Company Specializing In Graphene;Bengaluru;Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others;Seed/ Angel Funding;4,36,000;nan
214;2018/07/24;kidovators;Ed-Tech;Skill Learning Platform;Bengaluru;Gray Matters;Seed/ Angel Funding;1,80,000;nan
215;2018/07/24;Digit;Consumer Internet;Online Insurance Startup;Pune;Fairfax;Private Equity;4,50,00,000;nan
216;2018/07/25;Black Soil;Finance;Non-Banking Financial Company;Mumbai;Allcargo Logistics, Navneet Education and Mahavir Agency;Private Equity;1,70,00,000;nan
217;2018/07/25;Trell;Consumer Internet;Mobile-First Video Blogging App;Bengaluru;BeeNext , WEH Ventures and Sprout Ventures;Seed/ Angel Funding;12,50,000;nan
218;2018/07/25;iqlect;Technology;Data Analytics Firm;Bengaluru;Ventureast and Exfinity;Seed/ Angel Funding;25,00,000;nan
219;2018/07/26;Entropik;IT;Software-As-A-Service Platform;Bengaluru;Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others;Seed/ Angel Funding;11,00,000;nan
220;2018/07/26;Bitla Software;Technology;Travel-Focused Tech Startup;Bengaluru;MakeMyTrip;Private Equity;N/A;nan
221;2018/07/26;TheCapitalNet;Fin-Tech;Unified Global Investments Ecosystem;Hyderabad;Lindwall Family Investments LLC (LFI);Private Equity;5,00,000;nan
222;2018/07/30;Shuttl;Consumer Internet;Bus Aggregation Platform;Gurugram;Amazon Alexa Fund & Dentsu Ventures;Private Equity;1,10,00,000;nan
223;2018/07/30;Cure Fit;Consumer Internet;Health and fitness Platform;Bengaluru;IDG Ventures, Accel Partners, Kalaari Capital and Others;Private Equity;12,00,00,000;nan
224;2018/07/31;Five Star Group;Fin-Tech;Non-Bank Lending Platform For SME;Chennai;TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners;Private Equity;10,00,00,000;nan
225;2018/07/31;Healthsignz;Healthcare;Health and Well being Platform;Hyderabad;Kantilal Patel;Seed/ Angel Funding;50,00,000;nan
226;2018/06/01;CoinTribe;Finance;Credit-Based Lending Marketplace For Small And Medium Enterprises;Gurugram;Sabre Partners, Puneet Dalmia & Others;Private Equity;1,00,00,000;nan
227;2018/06/04;Digiconectt;Technology;Sales Analytics and Enablement Platform;Bengaluru;Aspire Logistics LLC;Seed/ Angel Funding;1,25,000;nan
228;2018/06/04;Kashmir Box;E-Commerce;Online Marketplace For Handicrafts, Handlooms And Local Produce;Srinagar;Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem;Seed/ Angel Funding;N/A;nan
229;2018/06/05;Crowdera;Finance;Online Crowdfunding Platform;Nagpur;Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.;Seed/ Angel Funding;N/A;nan
230;2018/06/05;Zoctr;Healthcare;Online Healthcare Aggregator;Mumbai;NB Ventures and Others;Seed/ Angel Funding;N/A;nan
231;2018/06/07;Annapurna Finance;Finance;Non-Banking Financial Company;Bhubneswar;Oman India Joint Investment Fund (OIJIF);Private Equity;2,30,00,000;nan
232;2018/06/07;Meesho;Consumer Internet;Online Marketplace For Resellers;Bengaluru;Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway;Private Equity;1,15,00,000;nan
233;2018/06/10;AyeFinance;Finance;Online Lending Platform;Gurugram;CapitalG, SAIF Partners and LGT Impact Ventures;Private Equity;2,15,00,000;nan
234;2018/06/11;Theranosis;Healthcare;Specialised diagnostics Platform;Hyderabad;Mumbai Angels Network;Seed/ Angel Funding;N/A;nan
235;2018/06/12;Alpha Capital;Finance;Supplychain Finance;Mumbai;Alpha Capital;Private Equity;1,48,00,000;nan
236;2018/06/12;eshakti;E-Commerce;Fashion e-tailer;Chennai;Paragon Partners;Private Equity;1,01,00,000;nan
237;2018/06/12;Daily Ninja;Consumer Internet;Hyperlocal Delivery Platform;Bengaluru;Saama Capital and Sequoia Capital;Seed/ Angel Funding;30,00,000;nan
238;2018/06/13;NirogStreet;Healthcare;An Online Platform That Connects Ayurveda Doctors With Patients;Gurugram;Spiral Ventures, Subho Ray and Samir Kumar;Seed/ Angel Funding;3,000,00;nan
239;2018/06/13;Nivesh;Finance;Mass Market Mutual Fund Investment Platform;Noida;LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George;Seed/ Angel Funding;4,50,000;nan
240;2018/06/13;What\\xe2\\x80\\x99s Up Life;Consumer Internet;A Local Discovery App For Dining-Out, Party, Leisure and Events;Gurugram;Rannvijay Singha;Seed/ Angel Funding;N/A;nan
241;2018/06/14;HomeLane;Consumer Internet;Online Home Furnishing Solutions;Bengaluru;Brand Capital;Seed/ Angel Funding;34,50,000;nan
242;2018/06/14;Network Intelligence;Technology;Cybersecurity Specialist;Mumbai;Helix Investments;Private Equity;48,00,000;nan
243;2018/06/18;Tynor Othontics;Healthcare;Prosthetics Manufacturers;Chandigarh;Lighthouse Funds & Thuasne Participations;Private Equity;2,10,00,000;nan
244;2018/06/18;Elucidata;IT;Data Analytics (SaaS);Delhi & Cambridge;Hyperplane Venture Capital and several angel investors;Seed/ Angel Funding;17,00,000;nan
245;2018/06/19;Chrysalis;Ed-Tech;Education Services Provider;Pune;Menterra Venture & Artha Initiatives;Seed/ Angel Funding;N/A;nan
246;2018/06/19;RentSher;Consumer Internet;Online Rental Marketplace;Bengaluru;Shorooq Investments, LetsVenture & Others;Seed/ Angel Funding;11,00,000;nan
247;2018/06/20;Drip capital;Finance;Trade Finance Firm;Mumbai;Accel Partners, Sequoia India, Y Combinator and others.;Private Equity;1,50,00,000;nan
248;2018/06/22;WickedRide;Consumer Internet;Online Motorbike And Scooter Rental Platforms;Bengaluru;Sequoia Capital, Accel Partners & Raghunandan Gangappa;Private Equity;91,00,000;nan
249;2018/06/25;PolicyBazaar;Consumer Internet;Online Insurance Selling Platform;Gurugram;SoftBank Vision Fund & Info Edge (India) Ltd;Private Equity;20,00,00,000;nan
250;2018/06/25;HipBar;Consumer Internet;Digital Payment Platform For Beverage Delivery;Bengaluru;Diageo India;Private Equity;40,00,000;nan
251;2018/06/25;Sqqrl;Finance;App-based investment platform;Gurugram;Equanimity Venture Fund;Seed/ Angel Funding;10,00,000;nan
252;2018/06/26;Paytm;Technology;Digital Payment Platform;Noida;One 97 Communications;Private Equity;89,50,000;nan
253;2018/06/26;Sigtuple;Healthcare;Data Driven Intelligence Solutions Platform;Bengaluru;Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal;Private Equity;1,90,00,000;nan
254;2018/06/27;Wow Express;Technology;E-commerce Logistics Platform;Mumbai;Undisclosed Existing Investors As Well As The Tamarind Family Trust;Private Equity;45,00,000;nan
255;2018/06/28;Front Desk AI;Technology;An AI Platform Offering Automated Customer Service Software;Bengaluru;Speciale Invest & Others;Seed/ Angel Funding;11,00,000;nan
256;2018/06/28;Edureka;Ed-Tech;Online Education Platform;Bengaluru;Leo Capital;Seed/ Angel Funding;20,00,000;nan
257;2018/06/29;Numeroseven;Technology;An Artificial Intelligence-Based Recruitment Platform;Kolkatta;Shiva Gunapu & Others;Seed/ Angel Funding;N/A;nan
258;2018/05/02;OpenTap;Finance;Online Lending Platform;Chennai;Unknown High Net-Worth Individuals;Seed / Angel Funding;4,50,000;nan
259;2018/05/02;Bizongo;Consumer Internet;Aggregator For Packaging Material;Mumbai;B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures;Private Equity;2,20,00,000;nan
260;2018/05/03;Disprz;IT;SaaS;Chennai;IL&FS Private Equity, Kae Capital & Others;Seed / Angel Funding;25,00,000;nan
261;2018/05/07;PaisaDukan;Consumer Internet;P2P Lending Platform;Mumbai;N/A;Seed / Angel Funding;2,25,000;nan
262;2018/05/09;i3sysytems;Technology;AI product company For Health and Life Insurane Companies;Mumbai;Unitus Ventures, Behram Vakil and Jerxis Vandrevala;Seed / Angel Funding;10,00,000;nan
263;2018/05/11;Earth Food;Consumer Internet;Agri-tech;Pune;Rairah Corporation;Seed / Angel Funding;9,49,000;nan
264;2018/05/14;Nykaa;Consumer Internet;Beauty e-tailer;Mumbai;Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others;Private Equity;2,40,00,000;nan
265;2018/05/16;mfine;Healthcare;Doctor-Consultation App;Bengaluru;Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal;Private Equity;4200000;nan
266;2018/05/21;Rocketium;Technology;Online Video Creation Platform;Bengaluru;Blume ventures;Seed/ Angel Funding;3,00,000;nan
267;2018/05/21;MilkBasket;Technology;Micro-Delivery Grocery Startup;Gurugram;Kalaari Capital, Unilever Ventures and Blume Ventures;Private Equity;70,00,000;nan
268;2018/05/22;Vola;Finance;Micro Lending Platform;Bengaluru;Credika and unnamed angel investors;Seed/ Angel Funding;5,00,000;nan
269;2018/05/22;Cashkumar;Consumer Internet;P2P Lending Platform;Bengaluru;LetsVenture;Seed/ Angel Funding;7,35,000;nan
270;2018/05/23;Edyoo;E-Commerce;Products For Shoolgoing Children;Bengaluru;RS Shanbag;Seed/ Angel Funding;7,35,000;nan
271;2018/05/23;Aashiyaan;Finance;Housing Finance For Low-Income Families;Kolkata;Insistor, Oikocredit;Seed/ Angel Funding;20,00,000;nan
272;2018/05/24;Smartivity;Ed-tech;Designer Of Toys and Learning Projects For Kids;Delhi;Ashish Kacholi, S Chand Group;Seed/ Angel Funding;20,00,000;nan
273;2018/05/24;Bonphulapl;Clean-tech;Oxygen Optimiser Manufacturer;Delhi;Atul Gupta and Saurabh Rastogi;Seed/ Angel Funding;2,93,000;nan
274;2018/05/27;Acko;Consumer Internet;Online Insurance Platform;Mumbai;Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.;Seed/ Angel Funding;1,20,00,000;nan
275;2018/05/28;HWell24;Healthcare;Home Healthcare Aggregator;Mumbai;Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd;Seed/ Angel Funding;2,00,000;nan
276;2018/05/29;Toffee;Consumer Internet;Online Insurance Platform;Gurugram;Kalaari Capital, Omidyar Network and Accion Venture Labs;Seed/ Angel Funding;15,00,000;nan
277;2018/05/29;Tonetag;Technology;Mobile Payments Technology Platform;Bengaluru;Amazon Inc. and Mastercard;Private Equity;80,00,000;nan
278;2018/05/30;Events High;Consumer Internet;Events and Activities Discovery Platform;Bengaluru;Treebo;Private Equity;N/A;nan
279;2018/05/30;Stellaps;Technology;Iot Application Platform In Agriculture;Bengaluru;IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT;Private Equity;1,40,00,000;nan
280;2018/05/31;Credright;Consumer Internet;Lending Platform For SMEs;Hyderabad;Accion Venture Lab, YourNest Venture Capital And Other Angel Investors;Seed/ Angel Funding;13,000,00;nan
281;2018/04/02;Fitternity;Consumer Internet;Online Fitness Discovey Platform;Mumbai;Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.;Private Equity;20,00,000;nan
282;2018/04/02;Synctag;Technology;Social Media Anlaytics Platform;Coimbatore;Subhkam Ventures and Mohit Khadaria;Seed / Angel Funding;3,07,600;nan
283;2018/04/02;Benepik;Technology;Enhanced Employee Engagement Platform;Gurugram;Vishal Bali, Yogesh Misra, Thomas Assessments and others;Seed / Angel Funding;N/A;nan
284;2018/04/02;Finzy;Consumer Internet;Online Loan Matchmaking Platform;Bengaluru;N/A;Seed / Angel Funding;13,00,000;nan
285;2018/04/04;Varthana;Finance;Loans and Services To Affordable Private Schools in India;Bengaluru;ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round;Private Equity;5,50,00,000;nan
286;2018/04/05;IndigoLearn;Ed-Tech;Online Education Platform;Hyderabad;Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels;Seed / Angel Funding;1,50,000;nan
287;2018/04/05;Vedantu;Ed-Tech;Interactive Online Tutoring Platform;Bangalore;Accel Partners, Tiger Global And Others;Private Equity;1,00,00,000;nan
288;2018/04/09;Kaleidofin;Fiinance;Digital Financial Services Platform;Chennai;Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim;Seed / Angel Funding;28,00,000;nan
289;2018/04/09;Pipabella;Consumer Internet;Fashion Accessories Etailer;Mumbai;Fireside Ventures;Seed / Angel Funding;1,000,000,;nan
290;2018/04/09;Elemential;Technology;Blockchain Platform;Mumbai;Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others;Seed / Angel Funding;N/A;nan
291;2018/04/09;Kriger Campus;Ed-Tech;Mobile-Based Education Network;Delhi;N/A;Seed / Angel Funding;46,14;nan
292;2018/04/10;Loanzen;Finance;Digital Lending Platform In Logistics;Bengaluru;Kae Capital Management;Seed / Angel Funding;N/A;nan
293;2018/04/10;TravelTriangle;Consumer Internet;Online Travel Marketplace;Gurugram;Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others;Private Equity;1,20,00,000;nan
294;2018/04/12;Letsmd;Healthcare;Platform To Discover Healthcare Financing Options;Delhi;SRI Capital, Waterbridge Ventures and ThinKuvate;Seed / Angel Funding;10,00,000;nan
295;2018/04/12;AyeFinance;Finance;Online Lending Platform;Gurugram;BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow;Debt Funding;46,000,00;nan
296;2018/04/13;mintifi;Finance;Online Lending Platform;Mumbai;Lok Capital;Seed / Angel Funding;20,00,000;nan
297;2018/04/16;icanstay;Consumer Internet;Online Platform For Luxury Hotel Stay For Business Travelers;Delhi;Mr. Manoj Prasad;Seed / Angel Funding;5,00,000;nan
298;2018/04/16;Pregbuddy;Healthcare;Connected Care App For Pregnant Women;Bengaluru;Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh;Seed / Angel Funding;N/A;nan
299;2018/04/18;Coverfox;Consumer Internet;Online Insurance Aggregator;Mumbai;International Finance Corporation, Transamerica and others.;Private Equity;2,20,00,000;nan
300;2018/04/19;Lenskart;Consumer Internet;Online Eyewear Retailer;Faridabad;TR Capital;Private Equity;N/A;nan
301;2018/04/19;mamaearth;Healthcare;Online Baby care Products;Gurugram;Shilpa Shetty Kundra;Private Equity;N/A;nan
302;2018/04/19;Fyle Technologies;Technology;AI Based Expense Management Platform;Bengaluru;Pravega Ventures and Beenext;Seed / Angel Funding;11,000,00;nan
303;2018/04/19;True Balance;Technology;Mobile Balance Checking App;Gurugram;Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment;Private Equity;2,30,00,000;nan
304;2018/04/22;Visit;Healthcare;AI Driven Health tech Platform;Delhi;Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy;Private Equity;N/A;nan
305;2018/04/22;Doxper;Healthcare;Digitized Health-Tech Solutions For Practitioners;Mumbai;Vidal Healthcare;Seed / Angel Funding;19,00,000;nan
306;2018/04/22;Nykaa;Consumer Internet;Beauty e-tailer;Mumbai;Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others;Private Equity;1,10,00,000;nan
307;2018/04/23;Mihuru;Finance;Online Platform Providing Micro Loans For Air Travel;Mumbai;N/A;Seed / Angel Funding;1,50,000;nan
308;2018/04/23;Capital Float;Finance;Online Lending Platform;Bengaluru;Amazon;Private Equity;2,20,00,000;nan
309;2018/04/25;Trip shelf;Consumer Internet;Online Travel Marketplace;Delhi;GEMS Advisory, Alok Mittal and Sachin Bhatia;Seed / Angel Funding;2,46,000;nan
310;2018/04/26;POPxo;Technology;Women Focussed Digital Media Platform;Delhi;Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media;Private Equity;55,00,000;nan
311;2018/04/26;RailYatri;Consumer Internet;Online Travel Ticketing Platform;Noida;Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners;Private Equity;N/A;nan
312;2018/04/27;1mg;Consumer Internet;Online Pharmacy Store;Gurugram;Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd;Private Equity;1,00,00,000;nan
313;2018/04/29;Rubique;Consumer Internet;Online Lending MarketPlace;Mumbai;Emery Capital, Blacksoil and Kalaari Capital;Private Equity;N/A;nan
314;2018/04/30;Samco;Consumer Internet;Online Stock Broker;Mumbai;Bay Capital Investments and Others;Private Equity;75,00,000;nan
315;2018/04/30;MyLoanCare;Finance;B2C Online Loans Marketplace;Gurgaon;SAR Group;Seed / Angel Funding;9,78,000;nan
316;2018/03/01;PharmEasy;Consumer Internet;Online Pharmacy Store;Mumbai;Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG;Private Equity;N/A;nan
317;2018/03/01;Buddy4studdy;Consumer Internet;Online Scholarship Portal;Noida;CBA Capital and others;Private Equity;30,00,000;nan
